Day fraction since midnight on 	pH probe (pH)	air valve control 1 ()	air valve control 2 ()	air valve control 3 ()
0.643434449	7.089309216	Inf	Inf	Inf
0.643446039	7.088997364	Inf	Inf	Inf
0.643457607	7.089478016	Inf	Inf	Inf
0.643469174	7.089664459	Inf	Inf	Inf
0.643480764	7.090453625	Inf	Inf	Inf
0.64349232	7.090241432	Inf	Inf	Inf
0.64350391	7.089556217	Inf	Inf	Inf
0.643515477	7.089363098	Inf	Inf	Inf
0.643527044	7.089600086	Inf	Inf	Inf
0.643538635	7.090202332	Inf	Inf	Inf
0.643550202	7.088971615	Inf	Inf	Inf
0.643561792	7.089502811	Inf	Inf	Inf
0.643573359	7.089358807	Inf	Inf	Inf
0.643584915	7.089540958	Inf	Inf	Inf
0.643596505	7.089678764	Inf	Inf	Inf
0.643608072	7.088720322	Inf	Inf	Inf
0.643619639	7.089263439	Inf	Inf	Inf
0.64363123	7.088935375	Inf	Inf	Inf
0.643642797	7.088989258	Inf	Inf	Inf
0.643654364	7.089822292	Inf	Inf	Inf
0.643665954	7.089216709	Inf	Inf	Inf
0.64367751	7.089411736	Inf	Inf	Inf
0.6436891	7.089653492	Inf	Inf	Inf
0.643700667	7.090051651	Inf	Inf	Inf
0.643712234	7.089922905	Inf	Inf	Inf
0.643723825	7.089172363	Inf	Inf	Inf
0.643735392	7.089541912	Inf	Inf	Inf
0.643746959	7.089514256	Inf	Inf	Inf
0.643758526	7.090062618	Inf	Inf	Inf
0.643770105	7.089146614	Inf	Inf	Inf
0.643781695	7.089370251	Inf	Inf	Inf
0.643793262	7.089362621	Inf	Inf	Inf
0.643804829	7.089578629	Inf	Inf	Inf
0.64381642	7.089958191	Inf	Inf	Inf
0.643827987	7.089363098	Inf	Inf	Inf
0.643839577	7.089287281	Inf	Inf	Inf
0.643851121	7.089204788	Inf	Inf	Inf
0.6438627	7.089642525	Inf	Inf	Inf
0.64387429	7.089940548	Inf	Inf	Inf
0.643885857	7.089007855	Inf	Inf	Inf
0.643897424	7.089384556	Inf	Inf	Inf
0.643909015	7.089419842	Inf	Inf	Inf
0.643920582	7.089457035	Inf	Inf	Inf
0.643932172	7.090177536	Inf	Inf	Inf
0.643943716	7.08993721	Inf	Inf	Inf
0.643955295	7.089336395	Inf	Inf	Inf
0.643966885	7.089441776	Inf	Inf	Inf
0.643978452	7.089714527	Inf	Inf	Inf
0.643990043	7.089671135	Inf	Inf	Inf
0.64400161	7.088846684	Inf	Inf	Inf
0.644013177	7.089606285	Inf	Inf	Inf
0.644024744	7.089392185	Inf	Inf	Inf
0.644036311	7.08969307	Inf	Inf	Inf
0.64404789	7.089429855	Inf	Inf	Inf
0.64405948	7.089251995	Inf	Inf	Inf
0.644071047	7.089419842	Inf	Inf	Inf
0.644082615	7.08845377	Inf	Inf	Inf
0.644094182	7.089602947	Inf	Inf	Inf
0.644105772	7.088868141	Inf	Inf	Inf
0.644117339	7.089330673	Inf	Inf	Inf
0.644128929	7.089122772	Inf	Inf	Inf
0.644140485	7.08956337	Inf	Inf	Inf
0.644152075	7.089893818	Inf	Inf	Inf
0.644163642	7.089158535	Inf	Inf	Inf
0.64417521	7.089208126	Inf	Inf	Inf
0.644186777	7.089166641	Inf	Inf	Inf
0.644198367	7.089929581	Inf	Inf	Inf
0.644209934	7.089832783	Inf	Inf	Inf
0.644221513	7.089182377	Inf	Inf	Inf
0.64423308	7.089380741	Inf	Inf	Inf
0.64424467	7.089398861	Inf	Inf	Inf
0.644256237	7.089574337	Inf	Inf	Inf
0.644267805	7.089757919	Inf	Inf	Inf
0.644279395	7.08899641	Inf	Inf	Inf
0.644290962	7.089384556	Inf	Inf	Inf
0.644302529	7.089502335	Inf	Inf	Inf
0.644314096	7.089718819	Inf	Inf	Inf
0.644325675	7.089724541	Inf	Inf	Inf
0.644337265	7.088717461	Inf	Inf	Inf
0.644348833	7.089391708	Inf	Inf	Inf
0.6443604	7.08989048	Inf	Inf	Inf
0.644371967	7.090069771	Inf	Inf	Inf
0.644383557	7.090137959	Inf	Inf	Inf
0.644395124	7.089510441	Inf	Inf	Inf
0.644406691	7.089667797	Inf	Inf	Inf
0.644418293	7.089437008	Inf	Inf	Inf
0.644429837	7.089682579	Inf	Inf	Inf
0.644441428	7.089125633	Inf	Inf	Inf
0.644452995	7.089388371	Inf	Inf	Inf
0.644464562	7.089411259	Inf	Inf	Inf
0.644476152	7.089584827	Inf	Inf	Inf
0.644487719	7.089657307	Inf	Inf	Inf
0.64449931	7.088627815	Inf	Inf	Inf
0.644510865	7.089214325	Inf	Inf	Inf
0.644522432	7.089275837	Inf	Inf	Inf
0.644534023	7.088906765	Inf	Inf	Inf
0.64454559	7.089818955	Inf	Inf	Inf
0.644557157	7.088785648	Inf	Inf	Inf
0.644568736	7.089477539	Inf	Inf	Inf
0.644580326	7.089667797	Inf	Inf	Inf
0.644591893	7.08968544	Inf	Inf	Inf
0.64460346	7.08931303	Inf	Inf	Inf
0.644615027	7.089159012	Inf	Inf	Inf
0.644626618	7.089484692	Inf	Inf	Inf
0.644638185	7.089653492	Inf	Inf	Inf
0.644649752	7.089980125	Inf	Inf	Inf
0.644661342	7.089118481	Inf	Inf	Inf
0.644672909	7.089094639	Inf	Inf	Inf
0.644684477	7.089452744	Inf	Inf	Inf
0.644696055	7.089612961	Inf	Inf	Inf
0.644707622	7.089743614	Inf	Inf	Inf
0.644719213	7.088824272	Inf	Inf	Inf
0.64473078	7.089231014	Inf	Inf	Inf
0.64474237	7.089667797	Inf	Inf	Inf
0.644753937	7.089502811	Inf	Inf	Inf
0.644765504	7.090205669	Inf	Inf	Inf
0.644777072	7.088994503	Inf	Inf	Inf
0.644788662	7.089541912	Inf	Inf	Inf
0.644800229	7.089563847	Inf	Inf	Inf
0.644811796	7.090054989	Inf	Inf	Inf
0.644823386	7.090180874	Inf	Inf	Inf
0.644834965	7.089670658	Inf	Inf	Inf
0.644846532	7.089380264	Inf	Inf	Inf
0.6448581	7.089352131	Inf	Inf	Inf
0.644869667	7.08987236	Inf	Inf	Inf
0.644881257	7.089327335	Inf	Inf	Inf
0.644892824	7.089122295	Inf	Inf	Inf
0.644904391	7.089251995	Inf	Inf	Inf
0.644915982	7.089437962	Inf	Inf	Inf
0.644927537	7.089728355	Inf	Inf	Inf
0.644939127	7.089104652	Inf	Inf	Inf
0.644950695	7.089380741	Inf	Inf	Inf
0.644962262	7.089338303	Inf	Inf	Inf
0.644973852	7.089200974	Inf	Inf	Inf
0.644985419	7.089607239	Inf	Inf	Inf
0.644996986	7.088545322	Inf	Inf	Inf
0.645008577	7.089305878	Inf	Inf	Inf
0.645020132	7.089186192	Inf	Inf	Inf
0.645031722	7.089545727	Inf	Inf	Inf
0.64504329	7.089743137	Inf	Inf	Inf
0.64505488	7.088886261	Inf	Inf	Inf
0.645066447	7.089355946	Inf	Inf	Inf
0.645078014	7.089492321	Inf	Inf	Inf
0.645089581	7.089736462	Inf	Inf	Inf
0.645101149	7.089743137	Inf	Inf	Inf
0.645112727	7.088865757	Inf	Inf	Inf
0.645124318	7.089358807	Inf	Inf	Inf
0.645135885	7.089342117	Inf	Inf	Inf
0.645147452	7.089865208	Inf	Inf	Inf
0.645159042	7.089183331	Inf	Inf	Inf
0.645170609	7.088961124	Inf	Inf	Inf
0.645182176	7.08948803	Inf	Inf	Inf
0.645193744	7.089517593	Inf	Inf	Inf
0.645205322	7.089803696	Inf	Inf	Inf
0.645216913	7.088943481	Inf	Inf	Inf
0.64522848	7.089244843	Inf	Inf	Inf
0.645240047	7.089078903	Inf	Inf	Inf
0.645251637	7.089882851	Inf	Inf	Inf
0.645263204	7.090141296	Inf	Inf	Inf
0.645274771	7.090116501	Inf	Inf	Inf
0.645286339	7.089524269	Inf	Inf	Inf
0.645297917	7.089142323	Inf	Inf	Inf
0.645309508	7.089836121	Inf	Inf	Inf
0.645321075	7.089549065	Inf	Inf	Inf
0.645332642	7.088559628	Inf	Inf	Inf
0.645344232	7.089517593	Inf	Inf	Inf
0.645355799	7.089725018	Inf	Inf	Inf
0.645367367	7.089728832	Inf	Inf	Inf
0.645378934	7.08969307	Inf	Inf	Inf
0.645390512	7.089064121	Inf	Inf	Inf
0.645402103	7.088925362	Inf	Inf	Inf
0.64541367	7.088752747	Inf	Inf	Inf
0.645425237	7.089374542	Inf	Inf	Inf
0.645436804	7.089369774	Inf	Inf	Inf
0.645448394	7.089187145	Inf	Inf	Inf
0.645459962	7.089391708	Inf	Inf	Inf
0.645471529	7.089492321	Inf	Inf	Inf
0.645483107	7.089695454	Inf	Inf	Inf
0.645494698	7.089143753	Inf	Inf	Inf
0.645506265	7.089531899	Inf	Inf	Inf
0.645517832	7.089323044	Inf	Inf	Inf
0.645529399	7.089646339	Inf	Inf	Inf
0.645540989	7.089412689	Inf	Inf	Inf
0.645552557	7.089062214	Inf	Inf	Inf
0.645564124	7.089459419	Inf	Inf	Inf
0.645575702	7.089258194	Inf	Inf	Inf
0.645587293	7.089284897	Inf	Inf	Inf
0.64559886	7.089603424	Inf	Inf	Inf
0.645610427	7.088924885	Inf	Inf	Inf
0.645621994	7.089334965	Inf	Inf	Inf
0.645633585	7.089523792	Inf	Inf	Inf
0.645645152	7.089772224	Inf	Inf	Inf
0.645656719	7.089772224	Inf	Inf	Inf
0.645668321	7.088873386	Inf	Inf	Inf
0.645679888	7.089463234	Inf	Inf	Inf
0.645691455	7.089704037	Inf	Inf	Inf
0.645703022	7.08979702	Inf	Inf	Inf
0.645714589	7.090141773	Inf	Inf	Inf
0.64572618	7.089452267	Inf	Inf	Inf
0.645737747	7.089442253	Inf	Inf	Inf
0.645749314	7.08937788	Inf	Inf	Inf
0.645760893	7.089735031	Inf	Inf	Inf
0.64577246	7.089434624	Inf	Inf	Inf
0.64578405	7.089337349	Inf	Inf	Inf
0.645795617	7.089420795	Inf	Inf	Inf
0.645807184	7.089352131	Inf	Inf	Inf
0.645818775	7.089621544	Inf	Inf	Inf
0.645830342	7.088785648	Inf	Inf	Inf
0.645841909	7.088766098	Inf	Inf	Inf
0.645853488	7.089035511	Inf	Inf	Inf
0.645865055	7.088935375	Inf	Inf	Inf
0.645876645	7.089406014	Inf	Inf	Inf
0.645888212	7.088846684	Inf	Inf	Inf
0.645899779	7.089355469	Inf	Inf	Inf
0.64591137	7.089438438	Inf	Inf	Inf
0.645922937	7.089668274	Inf	Inf	Inf
0.645934504	7.089585304	Inf	Inf	Inf
0.645946083	7.088730335	Inf	Inf	Inf
0.64595765	7.089356422	Inf	Inf	Inf
0.64596924	7.089595795	Inf	Inf	Inf
0.645980807	7.089313507	Inf	Inf	Inf
0.645992374	7.089337349	Inf	Inf	Inf
0.646003965	7.088943481	Inf	Inf	Inf
0.646015532	7.089437962	Inf	Inf	Inf
0.646027099	7.089667797	Inf	Inf	Inf
0.646038678	7.089778423	Inf	Inf	Inf
0.646050245	7.08899641	Inf	Inf	Inf
0.646061835	7.089700222	Inf	Inf	Inf
0.646073402	7.089460373	Inf	Inf	Inf
0.646084993	7.089682102	Inf	Inf	Inf
0.64609656	7.089420319	Inf	Inf	Inf
0.64610815	7.08852005	Inf	Inf	Inf
0.646119694	7.089582443	Inf	Inf	Inf
0.646131273	7.089609623	Inf	Inf	Inf
0.64614284	7.089800358	Inf	Inf	Inf
0.64615443	7.089972973	Inf	Inf	Inf
0.646165997	7.089882851	Inf	Inf	Inf
0.646177565	7.089169979	Inf	Inf	Inf
0.646189155	7.089445114	Inf	Inf	Inf
0.646200722	7.08969307	Inf	Inf	Inf
0.646212289	7.089413166	Inf	Inf	Inf
0.646223879	7.088889599	Inf	Inf	Inf
0.646235447	7.089233398	Inf	Inf	Inf
0.646247014	7.089585304	Inf	Inf	Inf
0.646258604	7.089585304	Inf	Inf	Inf
0.64627016	7.089204788	Inf	Inf	Inf
0.64628175	7.089000225	Inf	Inf	Inf
0.646293317	7.089276314	Inf	Inf	Inf
0.646304884	7.088717461	Inf	Inf	Inf
0.646316474	7.089624882	Inf	Inf	Inf
0.646328042	7.089089394	Inf	Inf	Inf
0.646339609	7.089258671	Inf	Inf	Inf
0.646351199	7.08929491	Inf	Inf	Inf
0.646362778	7.089469433	Inf	Inf	Inf
0.646374345	7.089943886	Inf	Inf	Inf
0.646385912	7.08902216	Inf	Inf	Inf
0.646397479	7.0896101	Inf	Inf	Inf
0.64640907	7.089348793	Inf	Inf	Inf
0.646420637	7.089767933	Inf	Inf	Inf
0.646432204	7.089639187	Inf	Inf	Inf
0.646443794	7.089111328	Inf	Inf	Inf
0.64645535	7.089530468	Inf	Inf	Inf
0.64646694	7.089474201	Inf	Inf	Inf
0.646478507	7.089900971	Inf	Inf	Inf
0.646490097	7.089560509	Inf	Inf	Inf
0.646501665	7.088964939	Inf	Inf	Inf
0.646513232	7.089467049	Inf	Inf	Inf
0.646524799	7.089320183	Inf	Inf	Inf
0.646536366	7.089560986	Inf	Inf	Inf
0.646547945	7.089479923	Inf	Inf	Inf
0.646559535	7.089054108	Inf	Inf	Inf
0.646571102	7.08935976	Inf	Inf	Inf
0.646582692	7.089653492	Inf	Inf	Inf
0.64659426	7.090008736	Inf	Inf	Inf
0.646605827	7.090051651	Inf	Inf	Inf
0.646617394	7.089557171	Inf	Inf	Inf
0.646628961	7.089517593	Inf	Inf	Inf
0.64664054	7.089534283	Inf	Inf	Inf
0.64665213	7.089553356	Inf	Inf	Inf
0.646663697	7.089075565	Inf	Inf	Inf
0.646675264	7.08948803	Inf	Inf	Inf
0.646686855	7.089592457	Inf	Inf	Inf
0.646698422	7.089552879	Inf	Inf	Inf
0.646709989	7.089391708	Inf	Inf	Inf
0.646721556	7.088657379	Inf	Inf	Inf
0.646733135	7.08881712	Inf	Inf	Inf
0.646744725	7.088633537	Inf	Inf	Inf
0.646756292	7.088939667	Inf	Inf	Inf
0.646767859	7.088875771	Inf	Inf	Inf
0.64677945	7.089071751	Inf	Inf	Inf
0.646791017	7.089416981	Inf	Inf	Inf
0.646802584	7.089438438	Inf	Inf	Inf
0.646814151	7.09001255	Inf	Inf	Inf
0.64682573	7.089311123	Inf	Inf	Inf
0.64683732	7.088974953	Inf	Inf	Inf
0.646848887	7.089344978	Inf	Inf	Inf
0.646860454	7.089549065	Inf	Inf	Inf
0.646872021	7.089735985	Inf	Inf	Inf
0.646883612	7.088673592	Inf	Inf	Inf
0.646895179	7.088782787	Inf	Inf	Inf
0.646906746	7.089241028	Inf	Inf	Inf
0.646918325	7.08939743	Inf	Inf	Inf
0.646929915	7.089743137	Inf	Inf	Inf
0.646941482	7.088873863	Inf	Inf	Inf
0.646953049	7.089765072	Inf	Inf	Inf
0.646964616	7.089438438	Inf	Inf	Inf
0.646976206	7.089223385	Inf	Inf	Inf
0.646987773	7.089251995	Inf	Inf	Inf
0.64699934	7.088652134	Inf	Inf	Inf
0.647010942	7.08955574	Inf	Inf	Inf
0.647022509	7.089409351	Inf	Inf	Inf
0.647034076	7.090112686	Inf	Inf	Inf
0.647045643	7.089951515	Inf	Inf	Inf
0.64705721	7.089528561	Inf	Inf	Inf
0.647068801	7.0896101	Inf	Inf	Inf
0.647080368	7.089355946	Inf	Inf	Inf
0.647091935	7.08987236	Inf	Inf	Inf
0.647103513	7.089160919	Inf	Inf	Inf
0.647115104	7.088627815	Inf	Inf	Inf
0.647126671	7.089341164	Inf	Inf	Inf
0.647138238	7.089280605	Inf	Inf	Inf
0.647149805	7.089689255	Inf	Inf	Inf
0.647161395	7.088674545	Inf	Inf	Inf
0.647172962	7.089104176	Inf	Inf	Inf
0.647184529	7.08868885	Inf	Inf	Inf
0.647196108	7.088819504	Inf	Inf	Inf
0.647207675	7.089441776	Inf	Inf	Inf
0.647219265	7.088775635	Inf	Inf	Inf
0.647230832	7.089424133	Inf	Inf	Inf
0.647242399	7.089467526	Inf	Inf	Inf
0.64725399	7.089287281	Inf	Inf	Inf
0.647265557	7.090005398	Inf	Inf	Inf
0.647277124	7.088972092	Inf	Inf	Inf
0.647288702	7.08942318	Inf	Inf	Inf
0.647300293	7.089438438	Inf	Inf	Inf
0.64731186	7.089804173	Inf	Inf	Inf
0.647323427	7.089385033	Inf	Inf	Inf
0.647334994	7.088839531	Inf	Inf	Inf
0.647346584	7.089478016	Inf	Inf	Inf
0.647358151	7.089370251	Inf	Inf	Inf
0.647369718	7.089661121	Inf	Inf	Inf
0.647381297	7.089408398	Inf	Inf	Inf
0.647392864	7.088864327	Inf	Inf	Inf
0.647404454	7.089567661	Inf	Inf	Inf
0.647416021	7.089646339	Inf	Inf	Inf
0.647427588	7.089520931	Inf	Inf	Inf
0.647439179	7.089334011	Inf	Inf	Inf
0.647450769	7.088914871	Inf	Inf	Inf
0.647462313	7.089459896	Inf	Inf	Inf
0.647473914	7.089738846	Inf	Inf	Inf
0.647485458	7.090112686	Inf	Inf	Inf
0.647497049	7.090037346	Inf	Inf	Inf
0.647508639	7.089355469	Inf	Inf	Inf
0.647520183	7.089542389	Inf	Inf	Inf
0.647531773	7.089767933	Inf	Inf	Inf
0.64754334	7.0897398	Inf	Inf	Inf
0.647554907	7.088919163	Inf	Inf	Inf
0.647566486	7.089074135	Inf	Inf	Inf
0.647578053	7.089582443	Inf	Inf	Inf
0.647589643	7.089696407	Inf	Inf	Inf
0.64760121	7.089560986	Inf	Inf	Inf
0.647612777	7.088968754	Inf	Inf	Inf
0.647624368	7.089341641	Inf	Inf	Inf
0.647635935	7.088792801	Inf	Inf	Inf
0.647647502	7.088953018	Inf	Inf	Inf
0.647659092	7.089334011	Inf	Inf	Inf
0.647670659	7.088946819	Inf	Inf	Inf
0.647682226	7.089076042	Inf	Inf	Inf
0.647693816	7.089589119	Inf	Inf	Inf
0.647705372	7.089692593	Inf	Inf	Inf
0.647716962	7.089107037	Inf	Inf	Inf
0.647728529	7.089151382	Inf	Inf	Inf
0.647740096	7.089427948	Inf	Inf	Inf
0.647751686	7.089592457	Inf	Inf	Inf
0.647763253	7.090134144	Inf	Inf	Inf
0.647774821	7.088551521	Inf	Inf	Inf
0.647786411	7.089165688	Inf	Inf	Inf
0.647797978	7.089337349	Inf	Inf	Inf
0.647809545	7.089567661	Inf	Inf	Inf
0.647821112	7.08983326	Inf	Inf	Inf
0.647832702	7.08919096	Inf	Inf	Inf
0.647844281	7.089321613	Inf	Inf	Inf
0.647855848	7.089302063	Inf	Inf	Inf
0.647867415	7.089263916	Inf	Inf	Inf
0.647878994	7.089224339	Inf	Inf	Inf
0.647890561	7.088700295	Inf	Inf	Inf
0.647902139	7.08920002	Inf	Inf	Inf
0.647913706	7.089255333	Inf	Inf	Inf
0.647925297	7.089883328	Inf	Inf	Inf
0.647936864	7.089911461	Inf	Inf	Inf
0.647948327	7.089601994	Inf	Inf	Inf
0.647960009	7.089180946	Inf	Inf	Inf
0.647971577	7.089539528	Inf	Inf	Inf
0.647983155	7.089595795	Inf	Inf	Inf
0.647994745	7.089082718	Inf	Inf	Inf
0.648006312	7.089121342	Inf	Inf	Inf
0.64801788	7.08921957	Inf	Inf	Inf
0.648029458	7.089147091	Inf	Inf	Inf
0.648041025	7.08972168	Inf	Inf	Inf
0.648052604	7.088536263	Inf	Inf	Inf
0.648064183	7.088486195	Inf	Inf	Inf
0.64807575	7.088576794	Inf	Inf	Inf
0.64808734	7.088856697	Inf	Inf	Inf
0.648098907	7.089582443	Inf	Inf	Inf
0.648110474	7.088709354	Inf	Inf	Inf
0.648122064	7.089291573	Inf	Inf	Inf
0.648133631	7.089437962	Inf	Inf	Inf
0.648145198	7.089514256	Inf	Inf	Inf
0.648156765	7.089556694	Inf	Inf	Inf
0.648168344	7.088913441	Inf	Inf	Inf
0.648179934	7.089425087	Inf	Inf	Inf
0.64819149	7.089624882	Inf	Inf	Inf
0.64820308	7.089764595	Inf	Inf	Inf
0.648214636	7.089017391	Inf	Inf	Inf
0.648226226	7.089134216	Inf	Inf	Inf
0.648237804	7.089400291	Inf	Inf	Inf
0.648249372	7.089434624	Inf	Inf	Inf
0.648260939	7.089765072	Inf	Inf	Inf
0.648272529	7.088942528	Inf	Inf	Inf
